index,time,icon,temperature,humidity,pressure,cloudCover,windSpeed,uvIndex,visibility,date_time
12952,1552017600,clear-night,19.62,0.53,1027.2,0.0,7.42,0.0,10.0,201903072300
12953,1552021200,clear-night,18.13,0.56,1027.5,0.01,6.32,0.0,10.0,201903080000
12954,1552024800,clear-night,15.89,0.66,1028.6,0.03,6.25,0.0,10.0,201903080100
12955,1552028400,clear-night,14.46,0.64,1028.8,0.03,5.6,0.0,10.0,201903080200
12956,1552032000,clear-night,13.19,0.71,1028.7,0.01,5.59,0.0,10.0,201903080300
12957,1552035600,clear-night,12.27,0.72,1028.4,0.0,4.71,0.0,10.0,201903080400
12958,1552039200,clear-night,11.63,0.79,1029.0,0.0,5.33,0.0,10.0,201903080500
12959,1552042800,clear-night,11.71,0.75,1029.4,0.0,4.05,0.0,10.0,201903080600
12960,1552046400,clear-day,14.61,0.67,1029.5,0.0,4.2,0.0,10.0,201903080700
12961,1552050000,clear-day,17.64,0.71,1029.8,0.07,5.64,0.0,10.0,201903080800
12962,1552053600,clear-day,23.94,0.68,1029.8,0.2,6.79,1.0,10.0,201903080900
12963,1552057200,clear-day,24.96,0.59,1029.3,0.24,6.79,2.0,10.0,201903081000
12964,1552060800,clear-day,27.94,0.55,1028.4,0.23,7.43,2.0,10.0,201903081100
12965,1552064400,clear-day,29.95,0.51,1027.3,0.17,7.64,3.0,10.0,201903081200
12966,1552068000,clear-day,30.94,0.44,1026.1,0.12,7.96,2.0,10.0,201903081300
12967,1552071600,clear-day,33.92,0.39,1025.4,0.15,7.82,2.0,10.0,201903081400
12968,1552075200,partly-cloudy-day,35.97,0.37,1025.0,0.53,7.42,1.0,10.0,201903081500
12969,1552078800,partly-cloudy-day,35.98,0.35,1024.1,0.67,7.27,0.0,10.0,201903081600
12970,1552082400,partly-cloudy-day,36.94,0.34,1023.7,0.32,6.8,0.0,10.0,201903081700
12971,1552086000,partly-cloudy-night,35.98,0.36,1023.5,0.37,6.46,0.0,10.0,201903081800
12972,1552089600,clear-night,33.95,0.41,1023.5,0.22,5.93,0.0,10.0,201903081900
12973,1552093200,clear-night,27.96,0.58,1023.5,0.15,7.37,0.0,10.0,201903082000
12974,1552096800,clear-night,30.98,0.49,1023.5,0.05,5.59,0.0,10.0,201903082100
12975,1552100400,clear-night,26.14,0.64,1023.3,0.0,5.73,0.0,10.0,201903082200
12976,1552104000,clear-night,25.84,0.66,1023.4,0.01,5.35,0.0,10.0,201903082300
12977,1552107600,clear-night,24.25,0.71,1023.1,0.0,5.21,0.0,10.0,201903090000
12978,1552111200,clear-night,23.33,0.74,1023.1,0.0,5.06,0.0,10.0,201903090100
12979,1552114800,clear-night,23.51,0.73,1023.0,0.0,6.26,0.0,10.0,201903090200
12980,1552118400,clear-night,20.57,0.85,1023.0,0.0,5.97,0.0,10.0,201903090300
12981,1552122000,clear-night,22.28,0.78,1023.2,0.0,4.35,0.0,10.0,201903090400
12982,1552125600,clear-night,19.78,0.85,1023.2,0.0,4.22,0.0,10.0,201903090500
12983,1552129200,clear-night,19.18,0.87,1023.7,0.0,4.04,0.0,10.0,201903090600
12984,1552132800,clear-day,22.79,0.76,1024.2,0.0,3.9,0.0,10.0,201903090700
12985,1552136400,clear-day,26.3,0.77,1025.3,0.0,4.71,1.0,10.0,201903090800
12986,1552140000,clear-day,33.93,0.63,1025.5,0.01,4.92,1.0,10.0,201903090900
12987,1552143600,clear-day,37.95,0.46,1025.9,0.0,5.86,2.0,10.0,201903091000
12988,1552147200,clear-day,37.95,0.49,1026.0,0.0,4.84,3.0,10.0,201903091100
12989,1552150800,clear-day,39.93,0.43,1025.8,0.0,4.95,3.0,10.0,201903091200
12990,1552154400,clear-day,40.96,0.46,1025.6,0.0,3.92,3.0,10.0,201903091300
12991,1552158000,clear-day,42.98,0.31,1025.7,0.0,3.97,2.0,10.0,201903091400
12992,1552161600,clear-day,43.96,0.36,1026.4,0.0,4.75,1.0,10.0,201903091500
12993,1552165200,clear-day,43.34,0.35,1026.9,0.0,4.01,1.0,10.0,201903091600
12994,1552168800,clear-day,38.39,0.61,1028.0,0.0,4.06,0.0,10.0,201903091700
12995,1552172400,clear-night,34.98,0.62,1028.5,0.0,4.86,0.0,10.0,201903091800
12996,1552176000,clear-night,34.97,0.59,1029.5,0.03,4.3,0.0,10.0,201903091900
12997,1552179600,clear-night,32.57,0.65,1029.9,0.13,4.61,0.0,10.0,201903092000
12998,1552183200,clear-night,30.82,0.72,1029.7,0.19,3.77,0.0,10.0,201903092100
12999,1552186800,clear-night,28.88,0.77,1030.6,0.28,3.69,0.0,10.0,201903092200
13000,1552190400,partly-cloudy-night,28.76,0.76,1030.9,0.61,3.08,0.0,10.0,201903092300
13001,1552194000,partly-cloudy-night,28.3,0.79,1031.4,0.61,3.57,0.0,10.0,201903100000
13002,1552197600,partly-cloudy-night,27.22,0.83,1031.7,0.7,4.35,0.0,10.0,201903100100
13003,1552201200,partly-cloudy-night,29.45,0.77,1031.7,0.79,5.64,0.0,10.0,201903100300
13004,1552204800,cloudy,30.61,0.78,1031.1,0.91,8.33,0.0,10.0,201903100400
13005,1552208400,cloudy,29.93,0.79,1031.2,0.98,7.11,0.0,10.0,201903100500
13006,1552212000,cloudy,31.2,0.77,1030.6,0.98,7.48,0.0,10.0,201903100600
13007,1552215600,cloudy,32.68,0.74,1030.3,0.99,8.87,0.0,10.0,201903100700
13008,1552219200,cloudy,33.27,0.75,1030.4,1.0,8.61,0.0,10.0,201903100800
13009,1552222800,cloudy,31.98,0.8,1029.0,1.0,8.8,1.0,8.626,201903100900
13010,1552226400,snow,30.97,0.92,1027.9,0.98,9.09,1.0,3.05,201903101000
13011,1552230000,snow,30.96,0.93,1026.3,0.98,11.0,2.0,4.354,201903101100
13012,1552233600,snow,31.99,0.92,1025.0,1.0,8.52,2.0,3.346,201903101200
13013,1552237200,snow,32.99,0.93,1023.6,1.0,7.08,3.0,3.172,201903101300
13014,1552240800,rain,33.95,0.93,1021.5,1.0,5.46,2.0,3.865,201903101400
13015,1552244400,rain,34.98,0.92,1019.0,1.0,7.12,2.0,3.61,201903101500
13016,1552248000,rain,36.96,0.91,1016.8,1.0,7.74,1.0,2.477,201903101600
13017,1552251600,rain,36.95,0.96,1014.6,1.0,6.84,1.0,4.769,201903101700
13018,1552255200,rain,37.96,0.93,1012.7,1.0,6.02,0.0,2.8760000000000003,201903101800
13019,1552258800,rain,38.96,0.91,1011.6,1.0,4.25,0.0,2.955,201903101900
13020,1552262400,rain,38.96,0.91,1011.2,1.0,3.65,0.0,2.4530000000000003,201903102000
13021,1552266000,fog,37.98,0.9,1011.0,1.0,4.36,0.0,0.7659999999999999,201903102100
13022,1552269600,cloudy,35.99,0.95,1011.7,1.0,4.4,0.0,2.69,201903102200
13023,1552273200,cloudy,35.97,0.93,1012.1,0.99,5.32,0.0,5.162000000000001,201903102300
13024,1552276800,cloudy,35.99,0.94,1012.5,0.97,4.53,0.0,5.909,201903110000
13025,1552280400,cloudy,35.05,0.95,1012.3,0.98,4.25,0.0,7.258999999999999,201903110100
13026,1552284000,cloudy,35.06,0.96,1011.9,0.93,5.34,0.0,8.572000000000001,201903110200
13027,1552287600,cloudy,36.07,0.93,1012.0,0.89,4.89,0.0,9.034,201903110300
13028,1552291200,partly-cloudy-night,36.3,0.92,1012.2,0.7,5.74,0.0,9.515,201903110400
13029,1552294800,partly-cloudy-night,36.84,0.88,1012.9,0.68,5.58,0.0,10.0,201903110500
13030,1552298400,partly-cloudy-night,34.79,0.94,1013.0,0.56,6.19,0.0,10.0,201903110600
13031,1552302000,partly-cloudy-night,35.38,0.89,1013.5,0.42,5.23,0.0,10.0,201903110700
13032,1552305600,partly-cloudy-day,36.51,0.87,1013.7,0.34,5.42,0.0,10.0,201903110800
13033,1552309200,partly-cloudy-day,38.16,0.84,1014.2,0.34,6.3,1.0,10.0,201903110900
13034,1552312800,clear-day,40.75,0.8,1014.6,0.17,7.08,2.0,10.0,201903111000
13035,1552316400,clear-day,44.94,0.63,1014.3,0.22,8.18,3.0,10.0,201903111100
13036,1552320000,clear-day,44.76,0.6,1013.9,0.11,10.24,4.0,10.0,201903111200
13037,1552323600,clear-day,46.88,0.51,1013.4,0.13,10.3,4.0,10.0,201903111300
13038,1552327200,clear-day,47.9,0.49,1012.4,0.12,12.66,4.0,10.0,201903111400
13039,1552330800,clear-day,48.92,0.43,1012.5,0.21,10.7,3.0,10.0,201903111500
13040,1552334400,clear-day,49.91,0.36,1012.4,0.2,10.82,2.0,10.0,201903111600
13041,1552338000,clear-day,47.9,0.38,1012.4,0.23,10.65,1.0,10.0,201903111700
13042,1552341600,partly-cloudy-day,46.9,0.38,1012.8,0.4,10.75,0.0,10.0,201903111800
13043,1552345200,partly-cloudy-night,43.9,0.42,1013.7,0.33,10.04,0.0,10.0,201903111900
13044,1552348800,clear-night,41.89,0.45,1013.8,0.25,10.09,0.0,10.0,201903112000
13045,1552352400,clear-night,40.91,0.49,1014.5,0.14,10.27,0.0,10.0,201903112100
13046,1552356000,clear-night,39.92,0.5,1015.1,0.11,10.08,0.0,10.0,201903112200
13047,1552359600,clear-night,38.93,0.5,1015.1,0.06,10.02,0.0,10.0,201903112300
13048,1552363200,clear-night,37.94,0.51,1015.1,0.04,10.09,0.0,10.0,201903120000
13049,1552366800,clear-night,35.28,0.54,1015.0,0.03,9.95,0.0,10.0,201903120100
13050,1552370400,clear-night,36.9,0.52,1014.9,0.03,9.56,0.0,10.0,201903120200
13051,1552374000,clear-night,32.34,0.69,1014.8,0.03,10.25,0.0,10.0,201903120300
13052,1552377600,clear-night,34.92,0.56,1015.2,0.05,8.6,0.0,10.0,201903120400
13053,1552381200,partly-cloudy-night,34.96,0.57,1015.6,0.34,8.57,0.0,10.0,201903120500
13054,1552384800,partly-cloudy-night,32.29,0.64,1016.3,0.52,7.31,0.0,10.0,201903120600
13055,1552388400,partly-cloudy-night,32.28,0.65,1016.9,0.46,6.97,0.0,10.0,201903120700
13056,1552392000,partly-cloudy-day,34.28,0.63,1017.1,0.39,6.27,0.0,10.0,201903120800
13057,1552395600,partly-cloudy-day,36.91,0.65,1017.9,0.38,8.75,1.0,10.0,201903120900
13058,1552399200,clear-day,37.05,0.6,1018.1,0.27,9.29,2.0,10.0,201903121000
13059,1552402800,partly-cloudy-day,37.72,0.52,1018.7,0.39,11.22,3.0,10.0,201903121100
13060,1552406400,partly-cloudy-day,39.9,0.47,1018.8,0.37,11.68,3.0,10.0,201903121200
13061,1552410000,clear-day,40.16,0.46,1018.6,0.26,12.6,3.0,10.0,201903121300
13062,1552413600,clear-day,41.88,0.46,1018.7,0.22,11.44,3.0,10.0,201903121400
13063,1552417200,clear-day,43.87,0.39,1018.4,0.23,10.59,2.0,10.0,201903121500
13064,1552420800,clear-day,44.91,0.38,1018.7,0.25,11.14,1.0,10.0,201903121600
13065,1552424400,clear-day,42.92,0.4,1019.1,0.24,10.26,1.0,10.0,201903121700
13066,1552428000,clear-day,41.9,0.39,1020.1,0.21,8.49,0.0,10.0,201903121800
13067,1552431600,clear-night,40.91,0.41,1020.7,0.15,7.64,0.0,10.0,201903121900
13068,1552435200,clear-night,39.91,0.44,1021.6,0.09,6.01,0.0,10.0,201903122000
13069,1552438800,clear-night,38.92,0.49,1022.5,0.05,6.02,0.0,10.0,201903122100
13070,1552442400,clear-night,37.93,0.51,1023.4,0.02,5.82,0.0,10.0,201903122200
13071,1552446000,clear-night,32.16,0.58,1023.6,0.01,5.28,0.0,10.0,201903122300
13072,1552449600,clear-night,30.59,0.61,1024.7,0.15,5.11,0.0,10.0,201903130000
13073,1552453200,clear-night,29.65,0.65,1024.8,0.16,5.52,0.0,10.0,201903130100
13074,1552456800,clear-night,32.93,0.5,1025.5,0.02,5.13,0.0,10.0,201903130200
13075,1552460400,clear-night,31.94,0.49,1026.1,0.02,4.9,0.0,10.0,201903130300
13076,1552464000,clear-night,26.44,0.67,1026.2,0.02,4.65,0.0,10.0,201903130400
13077,1552467600,clear-night,26.57,0.6,1026.5,0.0,3.58,0.0,10.0,201903130500
13078,1552471200,clear-night,24.92,0.74,1026.8,0.0,3.43,0.0,10.0,201903130600
13079,1552474800,clear-night,25.5,0.66,1026.9,0.01,2.62,0.0,10.0,201903130700
13080,1552478400,clear-day,27.35,0.63,1028.0,0.01,3.3,0.0,10.0,201903130800
13081,1552482000,clear-day,31.95,0.63,1028.0,0.04,2.83,1.0,10.0,201903130900
13082,1552485600,clear-day,35.97,0.55,1028.5,0.06,2.45,2.0,10.0,201903131000
13083,1552489200,clear-day,36.95,0.43,1028.5,0.06,2.81,3.0,10.0,201903131100
13084,1552492800,clear-day,38.09,0.46,1028.5,0.17,2.9,4.0,10.0,201903131200
13085,1552496400,partly-cloudy-day,39.06,0.41,1027.5,0.44,3.95,3.0,10.0,201903131300
13086,1552500000,partly-cloudy-day,41.26,0.42,1026.8,0.84,4.46,3.0,10.0,201903131400
13087,1552503600,partly-cloudy-day,41.53,0.44,1026.5,0.63,4.98,2.0,10.0,201903131500
13088,1552507200,partly-cloudy-day,41.74,0.5,1025.8,0.61,4.75,1.0,10.0,201903131600
13089,1552510800,partly-cloudy-day,39.99,0.57,1025.4,0.84,5.47,1.0,10.0,201903131700
13090,1552514400,partly-cloudy-day,39.36,0.57,1025.5,0.63,4.15,0.0,10.0,201903131800
13091,1552518000,partly-cloudy-night,38.0,0.62,1026.1,0.86,3.76,0.0,10.0,201903131900
13092,1552521600,cloudy,37.88,0.64,1026.4,1.0,3.35,0.0,10.0,201903132000
13093,1552525200,cloudy,39.0,0.61,1025.9,0.97,3.71,0.0,10.0,201903132100
13094,1552528800,partly-cloudy-night,39.0,0.62,1026.4,0.81,5.45,0.0,10.0,201903132200
13095,1552532400,partly-cloudy-night,36.13,0.71,1026.1,0.65,5.12,0.0,10.0,201903132300
13096,1552536000,partly-cloudy-night,38.01,0.62,1026.1,0.59,4.74,0.0,10.0,201903140000
13097,1552539600,partly-cloudy-night,35.41,0.71,1026.1,0.8,3.81,0.0,10.0,201903140100
13098,1552543200,partly-cloudy-night,35.15,0.73,1026.4,0.63,3.5,0.0,10.0,201903140200
13099,1552546800,partly-cloudy-night,35.42,0.75,1025.9,0.67,3.53,0.0,10.0,201903140300
13100,1552550400,partly-cloudy-night,36.96,0.72,1025.5,0.58,3.55,0.0,10.0,201903140400
13101,1552554000,partly-cloudy-night,36.95,0.7,1025.7,0.6,3.11,0.0,10.0,201903140500
13102,1552557600,partly-cloudy-night,36.95,0.71,1025.7,0.47,3.25,0.0,10.0,201903140600
13103,1552561200,partly-cloudy-night,36.97,0.72,1026.1,0.56,3.35,0.0,10.0,201903140700
13104,1552564800,partly-cloudy-day,36.5,0.78,1026.6,0.4,2.64,0.0,10.0,201903140800
13105,1552568400,partly-cloudy-day,38.97,0.72,1026.5,0.55,2.67,1.0,10.0,201903140900
13106,1552572000,partly-cloudy-day,39.96,0.73,1026.0,0.68,2.98,2.0,10.0,201903141000
13107,1552575600,partly-cloudy-day,41.94,0.71,1025.6,0.75,3.74,3.0,10.0,201903141100
13108,1552579200,partly-cloudy-day,44.95,0.64,1025.4,0.7,4.04,3.0,10.0,201903141200
13109,1552582800,partly-cloudy-day,46.03,0.62,1024.5,0.7,4.41,4.0,10.0,201903141300
13110,1552586400,partly-cloudy-day,47.71,0.58,1023.8,0.79,5.31,3.0,10.0,201903141400
13111,1552590000,partly-cloudy-day,48.98,0.57,1023.2,0.65,5.28,3.0,10.0,201903141500
13112,1552593600,partly-cloudy-day,49.96,0.5,1022.7,0.81,5.49,2.0,10.0,201903141600
13113,1552597200,partly-cloudy-day,48.98,0.52,1022.6,0.85,6.36,1.0,10.0,201903141700
13114,1552600800,partly-cloudy-day,48.99,0.5,1022.1,0.58,6.32,0.0,10.0,201903141800
13115,1552604400,partly-cloudy-night,47.98,0.56,1021.6,0.41,6.1,0.0,10.0,201903141900
13116,1552608000,clear-night,45.99,0.63,1021.4,0.15,5.53,0.0,10.0,201903142000
13117,1552611600,clear-night,45.02,0.65,1021.3,0.16,5.06,0.0,10.0,201903142100
13118,1552615200,clear-night,44.0,0.71,1020.6,0.23,4.71,0.0,10.0,201903142200
13119,1552618800,partly-cloudy-night,43.99,0.74,1020.6,0.36,4.67,0.0,10.0,201903142300
13120,1552622400,partly-cloudy-night,41.1,0.83,1019.9,0.65,4.68,0.0,10.0,201903150000
13121,1552626000,partly-cloudy-night,43.02,0.79,1018.6,0.6,5.06,0.0,10.0,201903150100
13122,1552629600,partly-cloudy-night,42.99,0.81,1017.6,0.35,4.94,0.0,10.0,201903150200
13123,1552633200,partly-cloudy-night,43.97,0.82,1016.7,0.4,5.77,0.0,10.0,201903150300
13124,1552636800,partly-cloudy-night,45.0,0.84,1015.2,0.76,8.9,0.0,9.713,201903150400
13125,1552640400,partly-cloudy-night,47.96,0.79,1014.1,0.87,8.23,0.0,10.0,201903150500
13126,1552644000,cloudy,46.67,0.93,1013.0,0.93,9.46,0.0,10.0,201903150600
13127,1552647600,partly-cloudy-night,51.98,0.78,1012.6,0.83,10.13,0.0,10.0,201903150700
13128,1552651200,partly-cloudy-day,52.96,0.82,1011.5,0.76,10.51,0.0,8.396,201903150800
13129,1552654800,partly-cloudy-day,53.98,0.83,1010.9,0.81,11.5,1.0,8.726,201903150900
13130,1552658400,cloudy,53.97,0.86,1010.4,0.92,11.25,2.0,8.878,201903151000
13131,1552662000,cloudy,55.93,0.84,1009.7,0.91,11.06,3.0,9.629,201903151100
13132,1552665600,cloudy,57.95,0.79,1009.0,0.89,11.55,4.0,9.92,201903151200
13133,1552669200,cloudy,59.95,0.76,1008.3,0.93,11.69,4.0,10.0,201903151300
13134,1552672800,cloudy,60.0,0.78,1007.3,0.94,11.78,3.0,10.0,201903151400
13135,1552676400,partly-cloudy-day,60.0,0.77,1006.6,0.77,11.61,3.0,10.0,201903151500
13136,1552680000,partly-cloudy-day,60.95,0.75,1006.2,0.73,11.5,2.0,10.0,201903151600
13137,1552683600,partly-cloudy-day,60.01,0.77,1006.1,0.62,11.37,1.0,10.0,201903151700
13138,1552687200,partly-cloudy-day,57.54,0.83,1006.0,0.7,11.02,0.0,10.0,201903151800
13139,1552690800,partly-cloudy-night,57.04,0.82,1005.8,0.73,7.82,0.0,10.0,201903151900
13140,1552694400,partly-cloudy-night,56.03,0.83,1005.0,0.68,7.08,0.0,8.953,201903152000
13141,1552698000,rain,55.02,0.85,1004.5,0.81,7.12,0.0,7.621,201903152100
13142,1552701600,rain,53.99,0.87,1003.7,0.88,6.66,0.0,6.4060000000000015,201903152200
13143,1552705200,rain,52.99,0.89,1003.4,0.9,6.56,0.0,7.798999999999999,201903152300
13144,1552708800,rain,52.98,0.91,1003.2,0.91,6.78,0.0,7.829,201903160000
13145,1552712400,rain,53.97,0.89,1003.2,0.88,9.59,0.0,8.367,201903160100
13146,1552716000,partly-cloudy-night,53.96,0.89,1003.6,0.67,7.32,0.0,10.0,201903160200
13147,1552719600,partly-cloudy-night,51.94,0.78,1004.3,0.42,7.95,0.0,10.0,201903160300
13148,1552723200,clear-night,48.93,0.76,1005.1,0.22,10.36,0.0,10.0,201903160400
13149,1552726800,clear-night,48.92,0.67,1006.4,0.18,10.02,0.0,10.0,201903160500
13150,1552730400,clear-night,43.91,0.76,1007.2,0.15,11.61,0.0,10.0,201903160600
13151,1552734000,clear-day,44.94,0.63,1008.0,0.14,9.4,0.0,10.0,201903160700
13152,1552737600,clear-day,44.93,0.63,1008.1,0.07,8.34,0.0,10.0,201903160800
13153,1552741200,clear-day,46.9,0.55,1008.4,0.07,9.7,1.0,10.0,201903160900
13154,1552744800,clear-day,47.88,0.55,1009.2,0.09,10.31,2.0,10.0,201903161000
13155,1552748400,clear-day,48.86,0.47,1009.6,0.13,14.3,4.0,10.0,201903161100
13156,1552752000,clear-day,48.85,0.42,1009.5,0.14,13.5,5.0,10.0,201903161200
13157,1552755600,clear-day,48.63,0.4,1010.1,0.11,14.69,5.0,10.0,201903161300
13158,1552759200,clear-day,47.76,0.37,1010.0,0.12,15.22,4.0,10.0,201903161400
13159,1552762800,clear-day,47.51,0.35,1010.6,0.18,14.83,3.0,10.0,201903161500
13160,1552766400,clear-day,45.85,0.36,1011.1,0.11,14.77,2.0,10.0,201903161600
13161,1552770000,clear-day,44.33,0.37,1011.8,0.06,17.64,1.0,10.0,201903161700
13162,1552773600,clear-day,41.87,0.38,1012.6,0.08,14.4,0.0,10.0,201903161800
13163,1552777200,clear-night,40.88,0.39,1013.6,0.07,14.72,0.0,10.0,201903161900
13164,1552780800,clear-night,39.88,0.41,1014.5,0.06,13.59,0.0,10.0,201903162000
13165,1552784400,clear-night,38.89,0.4,1015.8,0.05,11.78,0.0,10.0,201903162100
13166,1552788000,clear-night,37.9,0.41,1016.1,0.04,10.99,0.0,10.0,201903162200
13167,1552791600,clear-night,36.88,0.45,1016.8,0.0,10.08,0.0,10.0,201903162300
13168,1552795200,clear-night,35.92,0.46,1017.0,0.0,8.82,0.0,10.0,201903170000
13169,1552798800,clear-night,34.92,0.47,1016.5,0.0,9.62,0.0,10.0,201903170100
13170,1552802400,clear-night,34.93,0.48,1016.7,0.0,9.01,0.0,10.0,201903170200
13171,1552806000,clear-night,33.21,0.5,1016.7,0.0,9.46,0.0,10.0,201903170300
13172,1552809600,clear-night,33.9,0.53,1017.0,0.04,11.21,0.0,10.0,201903170400
13173,1552813200,clear-night,31.79,0.47,1017.1,0.04,10.47,0.0,10.0,201903170500
13174,1552816800,clear-night,32.93,0.44,1017.8,0.1,9.95,0.0,10.0,201903170600
13175,1552820400,clear-day,32.93,0.42,1018.9,0.04,9.72,0.0,10.0,201903170700
13176,1552824000,clear-day,31.95,0.41,1019.6,0.09,8.53,0.0,10.0,201903170800
13177,1552827600,clear-day,33.87,0.36,1020.1,0.1,8.37,1.0,10.0,201903170900
13178,1552831200,clear-day,34.9,0.34,1019.9,0.11,9.0,2.0,10.0,201903171000
13179,1552834800,clear-day,35.9,0.31,1019.6,0.13,9.28,3.0,10.0,201903171100
13180,1552838400,clear-day,38.89,0.27,1019.7,0.16,8.81,4.0,10.0,201903171200
13181,1552842000,clear-day,38.89,0.28,1019.1,0.18,9.82,4.0,10.0,201903171300
13182,1552845600,clear-day,40.28,0.29,1019.0,0.22,9.85,4.0,10.0,201903171400
13183,1552849200,clear-day,41.42,0.28,1018.5,0.29,8.99,3.0,10.0,201903171500
13184,1552852800,partly-cloudy-day,39.87,0.28,1018.5,0.38,9.59,2.0,10.0,201903171600
13185,1552856400,partly-cloudy-day,40.56,0.28,1018.9,0.38,8.97,1.0,10.0,201903171700
13186,1552860000,partly-cloudy-day,38.89,0.3,1019.1,0.34,9.07,0.0,10.0,201903171800
13187,1552863600,clear-night,37.91,0.31,1019.4,0.23,7.54,0.0,10.0,201903171900
13188,1552867200,clear-night,36.88,0.33,1019.9,0.04,6.58,0.0,10.0,201903172000
13189,1552870800,clear-night,35.91,0.35,1020.4,0.04,6.72,0.0,10.0,201903172100
13190,1552874400,clear-night,34.92,0.39,1021.7,0.04,7.48,0.0,10.0,201903172200
13191,1552878000,clear-night,32.04,0.42,1021.9,0.04,7.46,0.0,10.0,201903172300
13192,1552881600,clear-night,31.93,0.4,1022.6,0.05,8.03,0.0,10.0,201903180000
13193,1552885200,clear-night,30.9,0.4,1022.4,0.05,7.72,0.0,10.0,201903180100
13194,1552888800,clear-night,28.8,0.5,1022.8,0.03,7.35,0.0,10.0,201903180200
13195,1552892400,clear-night,27.96,0.49,1022.5,0.02,6.15,0.0,10.0,201903180300
13196,1552896000,clear-night,27.44,0.5,1023.1,0.01,5.25,0.0,10.0,201903180400
13197,1552899600,clear-night,26.29,0.5,1023.3,0.0,4.28,0.0,10.0,201903180500
13198,1552903200,clear-night,27.9,0.52,1022.7,0.0,4.75,0.0,10.0,201903180600
13199,1552906800,clear-day,26.3,0.57,1023.3,0.0,4.59,0.0,10.0,201903180700
13200,1552910400,clear-day,28.62,0.65,1023.8,0.0,6.47,0.0,10.0,201903180800
13201,1552914000,clear-day,32.91,0.57,1024.2,0.0,6.69,1.0,10.0,201903180900
13202,1552917600,clear-day,33.87,0.47,1024.4,0.0,8.15,2.0,10.0,201903181000
13203,1552921200,clear-day,35.91,0.37,1024.3,0.09,7.61,3.0,10.0,201903181100
13204,1552924800,clear-day,36.88,0.31,1024.2,0.0,7.74,3.0,10.0,201903181200
13205,1552928400,clear-day,38.52,0.27,1023.7,0.04,7.56,4.0,10.0,201903181300
13206,1552932000,clear-day,39.94,0.25,1023.0,0.04,7.89,3.0,10.0,201903181400
13207,1552935600,clear-day,41.32,0.23,1023.0,0.0,8.54,3.0,10.0,201903181500
13208,1552939200,clear-day,40.9,0.22,1022.7,0.0,8.24,1.0,10.0,201903181600
13209,1552942800,clear-day,42.25,0.21,1022.8,0.01,7.72,1.0,10.0,201903181700
13210,1552946400,clear-day,41.88,0.21,1023.5,0.02,7.83,0.0,10.0,201903181800
13211,1552950000,clear-night,39.89,0.24,1023.8,0.04,6.41,0.0,10.0,201903181900
13212,1552953600,clear-night,38.89,0.28,1024.4,0.04,4.47,0.0,10.0,201903182000
13213,1552957200,clear-night,35.26,0.36,1025.1,0.03,4.9,0.0,10.0,201903182100
13214,1552960800,clear-night,33.8,0.41,1026.3,0.02,4.32,0.0,10.0,201903182200
13215,1552964400,clear-night,32.15,0.51,1026.3,0.01,3.79,0.0,10.0,201903182300
13216,1552968000,clear-night,31.15,0.54,1026.2,0.0,3.72,0.0,10.0,201903190000
13217,1552971600,clear-night,30.2,0.53,1026.0,0.0,3.86,0.0,10.0,201903190100
13218,1552975200,clear-night,28.81,0.54,1026.2,0.0,4.38,0.0,10.0,201903190200
13219,1552978800,clear-night,28.56,0.65,1026.8,0.01,4.06,0.0,10.0,201903190300
13220,1552982400,clear-night,28.96,0.62,1026.4,0.05,3.99,0.0,10.0,201903190400
13221,1552986000,clear-night,27.9,0.72,1026.8,0.02,5.56,0.0,10.0,201903190500
13222,1552989600,clear-night,28.6,0.63,1027.1,0.06,4.56,0.0,10.0,201903190600
13223,1552993200,clear-day,27.76,0.75,1027.4,0.18,5.86,0.0,10.0,201903190700
13224,1552996800,clear-day,31.91,0.63,1028.3,0.16,4.34,0.0,10.0,201903190800
13225,1553000400,clear-day,33.25,0.7,1028.7,0.0,5.76,1.0,10.0,201903190900
13226,1553004000,clear-day,36.89,0.51,1029.1,0.0,5.94,2.0,10.0,201903191000
13227,1553007600,clear-day,38.02,0.48,1028.8,0.0,6.17,3.0,10.0,201903191100
13228,1553011200,clear-day,38.91,0.42,1028.5,0.06,6.36,3.0,10.0,201903191200
13229,1553014800,clear-day,39.9,0.35,1028.2,0.19,6.24,3.0,10.0,201903191300
13230,1553018400,clear-day,43.41,0.3,1027.6,0.31,6.71,3.0,10.0,201903191400
13231,1553022000,partly-cloudy-day,42.9,0.29,1027.4,0.4,6.87,2.0,10.0,201903191500
13232,1553025600,partly-cloudy-day,43.88,0.27,1027.7,0.43,7.14,1.0,10.0,201903191600
13233,1553029200,partly-cloudy-day,43.88,0.28,1027.7,0.54,7.32,1.0,10.0,201903191700
13234,1553032800,partly-cloudy-day,43.88,0.27,1027.6,0.5,7.63,0.0,10.0,201903191800
13235,1553036400,partly-cloudy-night,41.88,0.3,1028.4,0.42,5.32,0.0,10.0,201903191900
13236,1553040000,clear-night,38.49,0.44,1028.9,0.2,2.32,0.0,10.0,201903192000
13237,1553043600,clear-night,36.38,0.48,1028.9,0.14,1.61,0.0,10.0,201903192100
13238,1553047200,clear-night,35.22,0.53,1029.7,0.08,2.06,0.0,10.0,201903192200
13239,1553050800,clear-night,33.17,0.6,1029.9,0.02,2.13,0.0,10.0,201903192300
